vocab_size,cit_as_vocab,target,text_span,max_docs,max_cit_count,klist,partition,n,model,features,n_svm,cit_2-F1,cit_2-P,cit_2-R,cit_3-F1,cit_3-P,cit_3-R,cit_4-F1,cit_4-P,cit_4-R,Macro-F1
29665,True,cit_class,50,1000,10,1|5|20,5-6,150050,letor,year,2000,71.96567325661454,74.06554472984942,69.98158819731714,69.98143181349288,69.77413913687414,70.18995985597815,70.9498949303914,69.79376948046705,72.14496769777807,70.96566666683293
29665,True,cit_class,50,1000,10,1|5|20,6-6,150472,letor,year,2000,72.35432614671548,74.83680130558955,70.03125969408453,70.31722209658518,70.21040747203119,70.42436222126135,71.32912786949461,69.87895940263186,72.84076135871196,71.33355870426509
29665,True,cit_class,50,1000,10,1|5|20,1-6,149570,letor,year|issarea,2000,67.5257335010396,72.52026244693168,63.17483189241114,67.18315112909242,62.375235321280144,72.79416336767054,67.0043626203149,68.58747148622565,65.49268635959989,67.2377490834823
29665,True,cit_class,50,1000,10,1|5|20,2-6,150894,letor,year|issarea,2000,67.86566155180552,72.45614990739732,63.82218170477173,67.04288094034851,61.850739052355294,73.18662907114543,66.59973398549792,68.96882664486546,64.3879938276726,67.16942549255064
29665,True,cit_class,50,1000,10,1|5|20,3-6,150243,letor,year|issarea,2000,67.67583205390109,72.43196262697593,63.505822398971254,67.25168318329676,61.955536971217505,73.53792704111174,66.62180930445209,68.91966660122436,64.47223428056232,67.18310818054998
29665,True,cit_class,50,1000,10,1|5|20,4-6,148048,letor,year|issarea,2000,67.83090386590901,72.01789264413519,64.10401356698699,67.29618656217146,62.45409873871317,72.95219544540915,66.85753690109374,69.05212671967689,64.79814557882982,67.32820910972474
29665,True,cit_class,50,1000,10,1|5|20,5-6,150050,letor,year|issarea,2000,67.78968213669137,72.25273981869842,63.84591473183329,67.32320745426308,62.062222842976354,73.5587468443488,66.7473211199447,69.19039002454448,64.47089461295762,67.28673690363306
29665,True,cit_class,50,1000,10,1|5|20,6-6,150472,letor,year|issarea,2000,67.95946357817739,72.63620816027364,63.84852172668051,67.50796350412975,62.08863384955752,73.96380258200013,66.78528550575676,69.31103103318453,64.43714790493017,67.41757086268797
29665,True,cit_class,50,1000,10,1|5|20,1-6,149570,letor,year|issarea|vlj,2000,65.99802045529528,73.25325911820711,60.05043227665706,66.97630369952445,65.16301044913642,68.89340269861339,68.52685945418946,66.00440815819701,71.24976961613861,67.16706120300306
29665,True,cit_class,50,1000,10,1|5|20,2-6,150894,letor,year|issarea|vlj,2000,66.37593589911994,73.34746131738613,60.61463906148789,66.84697620897548,64.44296956480515,69.4372931224715,68.24916721110495,66.40507282772477,70.19860956710747,67.15735977306679
29665,True,cit_class,50,1000,10,1|5|20,3-6,150243,letor,year|issarea|vlj,2000,66.36168132942326,73.2983991707935,60.62438977924892,67.35484127853155,64.9329213289062,69.96443047398462,68.43522408395646,66.53892253343426,70.44278224863926,67.38391556397042
29665,True,cit_class,50,1000,10,1|5|20,4-6,148048,letor,year|issarea|vlj,2000,66.1481003815358,72.94734658804705,60.508270454936465,67.2319721285052,65.03835128224993,69.5787314283346,68.50122769415225,66.55071723763783,70.56952387398057,67.29376673473108
29665,True,cit_class,50,1000,10,1|5|20,5-6,150050,letor,year|issarea|vlj,2000,66.21799981704847,73.0102011411446,60.5820042562349,67.35313374203916,64.6875,70.24789968133096,68.45264761222113,66.83845517592417,70.14673722518071,67.34126039043626
29665,True,cit_class,50,1000,10,1|5|20,6-6,150472,letor,year|issarea|vlj,2000,66.5213418613758,73.42592859406967,60.80368434867683,67.66299787769607,64.98729568811864,70.56849300965676,68.7057523023027,67.05272009011439,70.44234807826928,67.63003068045819
